reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
46a29c82-272a-4733-bd2b-ce693acfe05c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap,5,0,36.3.3,2024-09-12 02:01:09,,,36.3.3
bfc00705-965e-42e2-b390-960297daa539,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tiba tiba akun saya keluar dan tidak bisa login karena lupa sandi,dan parahnya lagi email sama nomor yang di daftarkan sudah tidak ada,udah coba menghubungi lewat bantuan di tiktok tapi tetap tidak ada respon",1,0,36.3.3,2024-09-12 02:00:25,,,36.3.3
f5376c31-5ad6-4606-bf6f-1ea85f1b2f85,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seru bgt loh guys ayo buruan coba,3,0,,2024-09-12 01:59:11,,,
c52e83b9-b1f3-45c8-97f7-5bf2ff55392a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pembelian koin 3x Gak masuk makin aneh,1,0,,2024-09-12 01:57:11,,,
928a2b11-ec8f-46f9-a3c1-9aa0f26efc73,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ap sih gk bisa masuk dari tiktok jelek tiktok hahaha,1,0,,2024-09-12 01:54:23,,,
63783361-1d81-42fa-90c4-a8dc81d5c986,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Hiburan dan dapat cuan,5,0,,2024-09-12 01:53:41,,,
bef25a6f-94bf-4d28-a3c6-d54913d4f574,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus bangat,5,0,36.3.3,2024-09-12 01:53:33,,,36.3.3
ad7c32cd-ce5c-4736-bcbd-9b74f2bacae2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi good,5,0,36.0.4,2024-09-12 01:51:31,,,36.0.4
59fdc840-b703-40b6-abb6-8907967794cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi ngak jelas niat hati ngelaporin live situs judi malah kaga di respon aneh makin hari makin banyak situs judi yg masuk ke tik tok apakah pihak tik tok menerima uang sogokan dari bandar slott?,1,0,36.3.3,2024-09-12 01:50:44,,,36.3.3
b4c7236b-e6ca-423a-8713-220ac600fde9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Susah buka aplikasinya,1,0,,2024-09-12 01:48:16,,,
